guideline_id,guideline_text,asp_rule_id,asp_rule_text,asp_rule_index,total_asp_rules,rating,comment
1.3.8,"Effectiveness of diagnostic and staging investigations

Offer endobronchial ultrasound-guided transbronchial needle aspiration (EBUSTBNA) for biopsy of paratracheal and peri-bronchial intra-parenchymal lung lesions",1.3.8_B,"offer(""EBUS-TBNA"") :- have(""peri-bronchial intra-parenchymal lung lesions"")",1,2,3,Missing biopsy
1.3.9,"Effectiveness of diagnostic and staging investigations

Every cancer alliance should have at least 1 centre with EBUS and/or endoscopic ultrasound (EUS) to ensure timely access",,,0,0,0,
1.3.10,"Effectiveness of diagnostic and staging investigations

Audit the local test performance of EBUS-TBNA and endoscopic ultrasoundguided fine-needle aspiration (EUS-FNA)",,,0,0,0,
1.3.11,"Effectiveness of diagnostic and staging investigations

When taking samples, ensure they are adequate (without unacceptable risk to the person) to permit pathological diagnosis, including tumour subtyping and assessment of predictive markers",,,0,0,0,
1.3.12,"Effectiveness of diagnostic and staging investigations

For guidance on EGFR-TK mutation testing, see the NICE diagnostics guidance on EGFR-TK mutation testing in adults with locally advanced or metastatic non-small-cell lung cancer",,,0,0,0,
1.3.13,"Sequence of investigations

Choose investigations that give the most information about diagnosis and staging with the least risk to the person. Think carefully before performing a test that gives only diagnostic pathology when information on staging is also needed to guide treatment",,,0,0,0,
1.3.14,"Sequence of investigations

Perform contrast-enhanced CT of the chest, liver, adrenals and lower neck before any biopsy procedure",,,0,0,0,
1.3.15,"Peripheral primary tumour

Offer image-guided biopsy to people with peripheral lung lesions when treatment can be planned on the basis of this test",1.3.15,"offer(""image-guided biopsy"") :- have(""peripheral lung lesions""), treatment_planned_on_test",0,1,2,Should have predicate saying which test for planning
1.3.16,"Peripheral primary tumour

Biopsy any enlarged intrathoracic nodes (10 mm or larger maximum short axis on CT) or other lesions in preference to the primary lesion if determination of nodal stage affects treatment. Some people with lung cancer will not be well enough for treatment with curative intent. This needs to be taken into account when choosing diagnostic and staging investigations",,,0,0,0,
1.3.17,"Central primary tumour

Offer flexible bronchoscopy to people with central lesions on CT if nodal staging does not influence treatment",1.3.17,"offer(""flexible bronchoscopy"") :- have(""central lesions""), not affects_treatment(""nodal staging"")",0,1,1,
1.3.18,"Intrathoracic lymph node assessment

Offer PET-CT as the preferred first test after CT with a low probability of nodal malignancy (lymph nodes below 10 mm maximum short axis on CT), for people with lung cancer who could potentially have treatment with curative intent",1.3.18,"offer(""PET-CT"") :- have(""lung cancer""), treatment_intent(""curative""), nodal_size(X), X<10",0,1,1,
1.3.19,"Intrathoracic lymph node assessment

Offer PET-CT (if not already done), followed by EBUS-TBNA and/or EUS-FNA, to people with suspected lung cancer who have enlarged intrathoracic lymph nodes (lymph nodes greater than or equal to 10 mm short axis on CT) and who could potentially have treatment with curative intent",1.3.19,"offer(""PET-CT"") :- have(""suspected lung cancer""), nodal_size(X), X>=10, treatment_intent(""curative""), not offered(""PET-CT"")",0,3,1,
1.3.19,"Intrathoracic lymph node assessment

Offer PET-CT (if not already done), followed by EBUS-TBNA and/or EUS-FNA, to people with suspected lung cancer who have enlarged intrathoracic lymph nodes (lymph nodes greater than or equal to 10 mm short axis on CT) and who could potentially have treatment with curative intent",1.3.19_B,"offer(""EBUS-TBNA"") :- have(""suspected lung cancer""), nodal_size(X), X>=10, treatment_intent(""curative""), offered(""PET-CT"")",1,3,1,
1.3.19,"Intrathoracic lymph node assessment

Offer PET-CT (if not already done), followed by EBUS-TBNA and/or EUS-FNA, to people with suspected lung cancer who have enlarged intrathoracic lymph nodes (lymph nodes greater than or equal to 10 mm short axis on CT) and who could potentially have treatment with curative intent",1.3.19_C,"offer(""EUS-FNA"") :- have(""suspected lung cancer""), nodal_size(X), X>=10, treatment_intent(""curative""), offered(""PET-CT"")",2,3,1,
1.3.20,"Intrathoracic lymph node assessment

Evaluate PET-CT-positive or enlarged intrathoracic nodes using a systematic approach (sampling any suspicious node on CT, PET or USS) with EBUS-TBNA and/or EUS-FNA if nodal status would affect the treatment plan",,,0,0,0,
1.3.21,"Intrathoracic lymph node assessment

Consider surgical mediastinal staging for people with a negative EBUS-TBNA or EUS-FNA if clinical suspicion of nodal malignancy is high and nodal status would affect their treatment plan",1.3.21,"consider(""surgical mediastinal staging"") :- findings(""EBUS-TBNA"", ""negative""), clinical_suspicion(""nodal malignancy"", ""high""), affects_treatment(""nodal status"")",0,2,1,
1.3.21,"Intrathoracic lymph node assessment

Consider surgical mediastinal staging for people with a negative EBUS-TBNA or EUS-FNA if clinical suspicion of nodal malignancy is high and nodal status would affect their treatment plan",1.3.21_B,"consider(""surgical mediastinal staging"") :- findings(""EUS-FNA"", ""negative""), clinical_suspicion(""nodal malignancy"", ""high""), affects_treatment(""nodal status"")",1,2,1,
1.3.22,"Further staging

Confirm the presence of isolated distant metastases/synchronous tumours by biopsy or further imaging (for example, MRI or PET-CT) in people being considered for treatment with curative intent",,,0,0,0,
1.3.23,"Further staging

Do not offer dedicated brain imaging to people with clinical stage I NSCLC who have no neurological symptoms and are having treatment with curative intent",1.3.23,":- offer(""brain imaging""), stage(""clinical stage I""), have(""NSCLC""), not have(""neurological symptoms""), treatment_intent(""curative"")",0,1,1,
1.3.24,"Further staging

Offer contrast-enhanced brain CT to people with clinical stage II NSCLC who are having treatment with curative intent. If CT shows suspected brain metastases, offer contrast-enhanced brain MRI",1.3.24,"offer(""contrast-enhanced brain CT"") :- stage(""clinical stage II""), have(""NSCLC""), treatment_intent(""curative"")",0,2,1,
1.3.24,"Further staging

Offer contrast-enhanced brain CT to people with clinical stage II NSCLC who are having treatment with curative intent. If CT shows suspected brain metastases, offer contrast-enhanced brain MRI",1.3.24_B,"offer(""contrast-enhanced brain MRI"") :- stage(""clinical stage II""), have(""NSCLC""), treatment_intent(""curative""), findings(""brain CT"", ""suspected brain metastases"")",1,2,1,
1.3.25,"Further staging

Offer contrast-enhanced brain MRI for people with stage III NSCLC who are having treatment with curative intent",1.3.25,"offer(""contrast-enhanced brain MRI"") :- stage(""stage III""), have(""NSCLC""), treatment_intent(""curative"")",0,1,1,
1.3.26,"Further staging

Offer people with clinical features suggestive of intracranial pathology CT of the head followed by MRI if normal, or MRI as an initial test",1.3.26,"offer(""head CT"") :- have(""intracranial pathology features"")",0,2,1,
1.3.26,"Further staging

Offer people with clinical features suggestive of intracranial pathology CT of the head followed by MRI if normal, or MRI as an initial test",1.3.26_B,"offer(""brain MRI"") :- have(""intracranial pathology features""), findings(""head CT"", ""normal"")",1,2,1,
1.3.27,"Further staging

Perform an X-ray as the first test for people with localised signs or symptoms of bone metastasis. If the results are negative or inconclusive, offer bone scintigraphy or an MRI scan",1.3.27,"perform(""X-ray"") :- have(""localised signs of bone metastasis"")",0,6,1,
1.3.27,"Further staging

Perform an X-ray as the first test for people with localised signs or symptoms of bone metastasis. If the results are negative or inconclusive, offer bone scintigraphy or an MRI scan",1.3.27_B,"perform(""X-ray"") :- have(""localised symptoms of bone metastasis"")",1,6,1,
1.3.27,"Further staging

Perform an X-ray as the first test for people with localised signs or symptoms of bone metastasis. If the results are negative or inconclusive, offer bone scintigraphy or an MRI scan",1.3.27_C,"offer(""bone scintigraphy"") :- have(""localised signs of bone metastasis""), findings(""X-ray"", ""negative"")",2,6,1,
1.3.27,"Further staging

Perform an X-ray as the first test for people with localised signs or symptoms of bone metastasis. If the results are negative or inconclusive, offer bone scintigraphy or an MRI scan",1.3.27_D,"offer(""bone scintigraphy"") :- have(""localised signs of bone metastasis""), findings(""X-ray"", ""inconclusive"")",3,6,1,
1.3.27,"Further staging

Perform an X-ray as the first test for people with localised signs or symptoms of bone metastasis. If the results are negative or inconclusive, offer bone scintigraphy or an MRI scan",1.3.27_E,"offer(""MRI scan"") :- have(""localised signs of bone metastasis""), findings(""X-ray"", ""negative"")",4,6,1,
1.3.27,"Further staging

Perform an X-ray as the first test for people with localised signs or symptoms of bone metastasis. If the results are negative or inconclusive, offer bone scintigraphy or an MRI scan",1.3.27_F,"offer(""MRI scan"") :- have(""localised signs of bone metastasis""), findings(""X-ray"", ""inconclusive"")",5,6,1,
1.3.28,"Further staging

Avoid bone scintigraphy when PET-CT has not shown bone metastases",1.3.28,":- use(""bone scintigraphy""), findings(""PET-CT"", ""no bone metastases"")",0,1,1,
1.3.29,"Further staging

Provide treatment without undue delay for people who have lung cancer that is suitable for radical treatment or chemotherapy, or who need radiotherapy or ablative treatment for relief of symptoms",,,0,0,0,
1.3.30,"Multidisciplinary teams

Refer all people with a suspected diagnosis of lung cancer to a member of a lung cancer multidisciplinary team (usually a chest physician)",,,0,0,0,
1.3.31,"Multidisciplinary teams

The care of all people with a working diagnosis of lung cancer should be discussed at a lung cancer multidisciplinary team meeting",,,0,0,0,
1.3.32,"Fast track lung clinics

Provide fast-track lung cancer clinics (previously known as early diagnosis clinics and rapid access clinics) for investigating suspected lung cancer, because they are associated with faster diagnosis and less anxiety",,,0,0,0,
1.3.33,"Cancer clinical nurse specialists

All cancer units/centres should have one or more trained lung cancer clinical nurse specialists to:
• see people before, at the time of and after diagnosis
• provide continuing support
• facilitate communication between the secondary care team (including the multidisciplinary team), the person's GP, the community team and the person with lung cancer
• help people access advice and support whenever they need it.",,,0,0,0,
